candidate_id,item_id,meeting_id,location_id,candidate_name,candidate_address,candidate_source,arcgis_query,evidence,review_status
133,1060,189,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL","Approved the award of Request for Bids No. RFB 2021-03, Via Coconut Point & Williams Road Roundabout Landscaping & Irrigation for the Village of Estero to O'Donnell Landscapes, Inc. to provide landscaping and irrigation work at a cost of $120,181, approve a contingency fund amount of $12,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Counci",Needs Geocode
134,1060,189,23,Coconut Point,"Coconut Point, Estero, FL",known_location_missing_coordinates,"Coconut Point, Estero, FL","Approved the award of Request for Bids No. RFB 2021-03, Via Coconut Point & Williams Road Roundabout Landscaping & Irrigation for the Village of Estero to O'Donnell Landscapes, Inc. to provide landscaping and irrigation work at a cost of $120,181, approve a contingency fund amount of $12,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Counci",Needs Geocode
135,1072,191,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL","Approved the purchase of 0.14 State Freshwater Herbaceous Mitigation Credits in the amount of $16,800 from the Big Cypress Mitigation Bank (the ""Bank"") for the Williams Rd./Atlantic Gulf Blvd. intersection improvement project and authorize the Village Manager to sign the Mitigation Credit Supply Agreement with the Big Cypress Mitigation Bank and other additional implementing documents on behalf of the Village of Estero Council",Needs Geocode
136,1079,192,16,Three Oaks Parkway,"Three Oaks Parkway, Estero, FL",known_location_missing_coordinates,"Three Oaks Parkway, Estero, FL","Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000",Needs Geocode
137,1079,192,30,The Brooks,"The Brooks, Estero, FL",known_location_missing_coordinates,"The Brooks, Estero, FL","Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000",Needs Geocode
138,1082,192,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL","Approved EC 2024-06 STA -07 in the amount of $97,500 for Florida Acquisition & Appraisal Inc. to provide acquisition services for the Williams Road ditch, approve a $9,750 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not requ",Needs Geocode
139,1089,194,3,Estero Fire Rescue,"21500 Three Oaks Parkway, Estero, FL 33928",known_location_missing_coordinates,"21500 Three Oaks Parkway, Estero, FL 33928","approved as presented: December 16, 2015 Village Council Special Meeting Minutes - November 13, 2015 Nicholas Batos Mayor Page 3 of3 VILLAGE COUNCIL WORKSHOP OF NOVEMER 13, 2015 The Village of Estero Council Workshop was held on this date at the Estero Fire Rescue District Meeting Room, 21500 Three Oaks Parkway, Estero, Florida. Present: Mayor Nick Batos - District 6, Vice-Mayor Howard Levitan - District 2, Councilmember Bill Ribble, District 1, Councilmember Donald Brown - District 3, Councilme",Needs Geocode
140,1089,194,16,Three Oaks Parkway,"Three Oaks Parkway, Estero, FL",known_location_missing_coordinates,"Three Oaks Parkway, Estero, FL","approved as presented: December 16, 2015 Village Council Special Meeting Minutes - November 13, 2015 Nicholas Batos Mayor Page 3 of3 VILLAGE COUNCIL WORKSHOP OF NOVEMER 13, 2015 The Village of Estero Council Workshop was held on this date at the Estero Fire Rescue District Meeting Room, 21500 Three Oaks Parkway, Estero, Florida. Present: Mayor Nick Batos - District 6, Vice-Mayor Howard Levitan - District 2, Councilmember Bill Ribble, District 1, Councilmember Donald Brown - District 3, Councilme",Needs Geocode
141,1089,194,37,21500 Three Oaks Parkway,"21500 Three Oaks Parkway, Estero, FL",address_regex,"21500 Three Oaks Parkway, Estero, FL","approved as presented: December 16, 2015 Village Council Special Meeting Minutes - November 13, 2015 Nicholas Batos Mayor Page 3 of3 VILLAGE COUNCIL WORKSHOP OF NOVEMER 13, 2015 The Village of Estero Council Workshop was held on this date at the Estero Fire Rescue District Meeting Room, 21500 Three Oaks Parkway, Estero, Florida. Present: Mayor Nick Batos - District 6, Vice-Mayor Howard Levitan - District 2, Councilmember Bill Ribble, District 1, Councilmember Donald Brown - District 3, Councilme",Needs Geocode
142,1100,196,12,Sandy Lane,"Sandy Lane, Estero, FL",known_location_missing_coordinates,"Sandy Lane, Estero, FL","Approved Change Order Number 2 in the amount of $159,754.77 for Atkins to provide additional services to complete the design and permit of the Sandy Lake Bike/Ped Improvements",Needs Geocode
143,1154,209,31,Shadow Wood,"Shadow Wood, Estero, FL",known_location_missing_coordinates,"Shadow Wood, Estero, FL","adopted by the Council; and WHEREAS, the Duncan Associates study findings and revised fee schedule relies on the use of a sophisticated methodology to determine the impacts of development in an effort to establish an appropriate level of impact fees based on most recent localized data; and"" Council discussion followed regarding the amendments, as well as the Planning and Zoning Board review of the ordinance. Councilmember Wilson moved approval of the first reading of Ordinance No. 2015-20 and th",Needs Geocode
144,1189,214,21,River Oaks Preserve,"River Oaks Preserve, Estero, FL",known_location_missing_coordinates,"River Oaks Preserve, Estero, FL","Approved award of Supplemental Task Authorization 02 to Contract EC 2022-35 to Kimley Horn to provide preliminary design services for the River Oaks Preserve for $97,900, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",Needs Geocode
145,1203,216,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL",Approved initiation of the rezoning process for Village-owned property on the north side of Williams Road,Needs Geocode
146,1204,216,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL","Approved the contract with Vieste, LLC for the Williams Road Mixed- Use Development Project and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council",Needs Geocode
147,1215,220,46,9201 and 9301 Corkscrew Road,"9201 and 9301 Corkscrew Road, Estero, FL",address_regex,"9201 and 9301 Corkscrew Road, Estero, FL","passed the ordinance and the Bill passed as written, the ordinance would be preempted; however, if the wording in the Bill was rewritten, the portion that would preempt the Village from controlling the zoning would be reinstated. He continued that he was not in favor of fracking; however, he wanted to be practical and put in laws that meant something. He stated that his responsibility was to represent the people; although he did not believe that the ordinance would accomplish anything, he would ",Needs Geocode
148,1240,228,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL","Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project. (c) Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended",Needs Geocode
149,1241,228,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL","1) Approve the contract with Hole Montes, Inc. to provide professional engineering services to proceed with the design and permitting services work required for the Williams Road at Estero High School Turn Lane Improvements. 2) Authorize the Village Manager to execute the contract on behalf of the Council. Questions or Comments: None",Needs Geocode
150,1244,229,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL","Motion to approve Supplemental Task Authorization (STA)-1 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Williams Road & Atlantic Gulf Boulevard Intersection Improvements Project. Financial Impact: The Village of Estero will pay up to $79,275.08 for the proposed services. (c) Trailside Drive and Poinciana Avenue Resurfacing Recommended",Needs Geocode
151,1249,229,17,US 41 / Tamiami Trail,"US 41, Estero, FL",known_location_missing_coordinates,"US 41, Estero, FL","Move to approve Amendment One to Contract EC 2018-06 with Kimley-Horn and Associates, Inc. to add Task 6 - Additional FDOT Coordination/Design Variation Submittal for the US 41 Landscape Design project. Financial Impact: Task 6 will be performed for the additional lump sum fee of $9,500. Questions or Comments: None",Needs Geocode
152,1250,229,17,US 41 / Tamiami Trail,"US 41, Estero, FL",known_location_missing_coordinates,"US 41, Estero, FL","Move to approve Amendment One to Contract EC 2018-06 with Kimley-Horn and Associates, Inc. to add Task 6 - Additional FDOT Coordination/Design Variation Submittal for the US 41 Landscape Design project",Needs Geocode
153,1275,233,22,Estero River,"Estero River, Estero, FL",known_location_missing_coordinates,"Estero River, Estero, FL","(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Number | - Coastal Engineering Consultants, Inc.; Number 2 - Taylor Engineering, Inc.; Number 3 - TKW Consulting Engineers, Inc.; and Number 4- GHD Inc. (2) Authorized staff to negotiate a contract with the Number | ranked firm, Coastal Engineering Consultants, Inc. to provide professional services to perform a sedimentation analysis of the Estero River",Needs Geocode
154,1290,236,17,US 41 / Tamiami Trail,"US 41, Estero, FL",known_location_missing_coordinates,"US 41, Estero, FL",Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JPA) for the US 41 Landscape Improvements Project,Needs Geocode
155,1295,237,14,Estero Parkway,"Estero Parkway, Estero, FL",known_location_missing_coordinates,"Estero Parkway, Estero, FL","Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CEI) services for the Estero Parkway Roadway Improvements Project",Needs Geocode
156,1296,237,17,US 41 / Tamiami Trail,"US 41, Estero, FL",known_location_missing_coordinates,"US 41, Estero, FL","(1) Adopted Resolution No. 2019-07 Approving the First Budget Amendment for Fiscal Year 201 8-2019; and Providing an Effective Date. (2) Approved award of Request for Bids No. RFB 2019-05, US 41 Landscape Improvements to Superior Landscaping & Lawn Service, Inc. at a Grand Total Cost of $956,594.87. (3) Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council",Needs Geocode
157,1302,238,18,Coconut Road,"Coconut Road, Estero, FL",known_location_missing_coordinates,"Coconut Road, Estero, FL","1) Approved the contract with Kisinger Campo & Associates, Corp.to provide professional engineering services to proceed with the design and permitting services work required for the Coconut Road Crosswalks and Drainage Improvements. 2) Authorized the Village Manager to execute the contract on behalf of the Village ofEstero Council",Needs Geocode
158,1310,239,22,Estero River,"Estero River, Estero, FL",known_location_missing_coordinates,"Estero River, Estero, FL","1) Approved the contract with Coastal Engineering Consultants, Inc. for the performance of a sedimentation analysis of the Estero River. 2) Authorized the Village Manager to execute an agreement on behalf of the Village of Estero Council",Needs Geocode
159,1320,240,16,Three Oaks Parkway,"Three Oaks Parkway, Estero, FL",known_location_missing_coordinates,"Three Oaks Parkway, Estero, FL",Continued first reading of Ordinance No. 2019-27 and referred it to the Design Review Board to review the concems/issues that Councilmembers raised related to: the lack of details in the Pattern Book; landscaping buffer (berm) details on the north side of the property; additional detail on landscaping along Corkscrew Road and Three Oaks Parkway; the failing condition of the roadway in front of the property; utilities shielding; information related to the opening date of the business and how it c,Needs Geocode
160,1331,241,14,Estero Parkway,"Estero Parkway, Estero, FL",known_location_missing_coordinates,"Estero Parkway, Estero, FL","Approved Option 2: Approved award of Request for Bids No. RFB 2019-06; Estero Parkway Roadway and Landscape Improvements to Cougar Contracting LLC at a Grand Total Cost of $7,262,000. Excluding the bid alternate for roadway lighting. Approved a contingency fund amount of $727,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur. The budget for Estero Parkway is $9,300,000 which would fully fund the total project costs of $8,973,000. Authorized ",Needs Geocode
161,1362,246,14,Estero Parkway,"Estero Parkway, Estero, FL",known_location_missing_coordinates,"Estero Parkway, Estero, FL","(1) Approved the value engineering changes to the plans and addition of street lights to the project for a total project cost of $7,948,400 plus a $794,840 contingency for a total constmction cost of $8,743,240. Approximately $985,000 has been contracted for design and construction engineering inspections services. The budget for Estero Parkway is $9,300,000 and would need to increase by $428,240 to fully fund the total project cost of $9,728,240. (2) Authorized the Village Manager to execute Ch",Needs Geocode
162,1368,247,23,Coconut Point,"Coconut Point, Estero, FL",known_location_missing_coordinates,"Coconut Point, Estero, FL","1) Approved consultants ranking for Via Coconut Point Landscape Improvements as follows: 1. Kimley-Hom and Associates, Inc.; 2. J.R. Evans Engineering, Inc.; 3. Q. Grady Minor & Associates, Inc.; 4. Agnoli Barber & Bmndage, Inc. 2) Authorized the Village Manager to execute the attached contract on behalf of the Village Council",Needs Geocode
163,1369,247,20,River Ranch Road,"River Ranch Road, Estero, FL",known_location_missing_coordinates,"River Ranch Road, Estero, FL","1) Approved consultants ranking for River Ranch Road Improvements as follows: 1. CW3 Engineering, Inc.; 2. Barraco and Associates, Inc. 3. Hole Montes, Inc. 2) Authorized staff to negotiate a contract with the Number 1 ranked firm, CW3 Engineering, Inc. to provide professional consulting services for the River Ranch Road Improvements project",Needs Geocode
164,1371,247,18,Coconut Road,"Coconut Road, Estero, FL",known_location_missing_coordinates,"Coconut Road, Estero, FL","Passed first reading of Ordinance No. 2019-30 for voluntary annexation of 10 acre property at 4528, 4406 and 4410 Coconut Road and set second reading/hearing for January 8, 2020",Needs Geocode
165,1371,247,47,4406 and 4410 Coconut Road,"4406 and 4410 Coconut Road, Estero, FL",address_regex,"4406 and 4410 Coconut Road, Estero, FL","Passed first reading of Ordinance No. 2019-30 for voluntary annexation of 10 acre property at 4528, 4406 and 4410 Coconut Road and set second reading/hearing for January 8, 2020",Needs Geocode
166,1375,249,18,Coconut Road,"Coconut Road, Estero, FL",known_location_missing_coordinates,"Coconut Road, Estero, FL","Approved the agenda as revised: Continue until January 22, 2020, 9:30 a.m., Agenda Item 9 (a) Ordinance No. 2019-30 Annexing Property Located at 4528, 4406 and 4410 Coconut Road, Lee County, Florida. Village Council Meeting Notes - January 8, 2020 Page 1 of6",Needs Geocode
167,1375,249,47,4406 and 4410 Coconut Road,"4406 and 4410 Coconut Road, Estero, FL",address_regex,"4406 and 4410 Coconut Road, Estero, FL","Approved the agenda as revised: Continue until January 22, 2020, 9:30 a.m., Agenda Item 9 (a) Ordinance No. 2019-30 Annexing Property Located at 4528, 4406 and 4410 Coconut Road, Lee County, Florida. Village Council Meeting Notes - January 8, 2020 Page 1 of6",Needs Geocode
168,1377,249,20,River Ranch Road,"River Ranch Road, Estero, FL",known_location_missing_coordinates,"River Ranch Road, Estero, FL","(1) Approved the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements. (2) Authorized the Village Manager to execute the contract on behalf ofthe Council",Needs Geocode
169,1380,249,17,US 41 / Tamiami Trail,"US 41, Estero, FL",known_location_missing_coordinates,"US 41, Estero, FL","Approved the settlement agreement between CHHCLA Investments, LLC and the Village of Estero pertaining to property at 20170 South Tamiami Trail, at the intersection ofUS 41 and Trailside Drive. Village Council Meeting Notes - January 8, 2020 Page 4 of6",Needs Geocode
170,1388,252,14,Estero Parkway,"Estero Parkway, Estero, FL",known_location_missing_coordinates,"Estero Parkway, Estero, FL","Approved the agenda as revised, pulling Agenda Item 6 (b) CN-2018-02 Miscellaneous Professional Services (Construction Engineering and Inspection Services for Estero Parkway Roadway and Landscape Improvements)",Needs Geocode
171,1409,256,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL","APPROVED BY THE COUNCIL MAY 27, 2020 COVID-19 NOTICE: Pursuant to Executive Order No. 20-69, issued by the Office of Governor Ron DeSantis on March 20, 2020, municipalities may conduct meetings of their governing boards without having a quorum ofits members present physically or at any specific location, and utilizing communications media technology such as telephonic or video conferencing, as provided by Section 120.54(5)(b )2, Florida Statutes. The Village ofEstero held this virtual public mee",Needs Geocode
172,1409,256,16,Three Oaks Parkway,"Three Oaks Parkway, Estero, FL",known_location_missing_coordinates,"Three Oaks Parkway, Estero, FL","APPROVED BY THE COUNCIL MAY 27, 2020 COVID-19 NOTICE: Pursuant to Executive Order No. 20-69, issued by the Office of Governor Ron DeSantis on March 20, 2020, municipalities may conduct meetings of their governing boards without having a quorum ofits members present physically or at any specific location, and utilizing communications media technology such as telephonic or video conferencing, as provided by Section 120.54(5)(b )2, Florida Statutes. The Village ofEstero held this virtual public mee",Needs Geocode
173,1409,256,39,9401 Corkscrew Palms Circle,"9401 Corkscrew Palms Circle, Estero, FL",address_regex,"9401 Corkscrew Palms Circle, Estero, FL","APPROVED BY THE COUNCIL MAY 27, 2020 COVID-19 NOTICE: Pursuant to Executive Order No. 20-69, issued by the Office of Governor Ron DeSantis on March 20, 2020, municipalities may conduct meetings of their governing boards without having a quorum ofits members present physically or at any specific location, and utilizing communications media technology such as telephonic or video conferencing, as provided by Section 120.54(5)(b )2, Florida Statutes. The Village ofEstero held this virtual public mee",Needs Geocode
174,1411,257,22,Estero River,"Estero River, Estero, FL",known_location_missing_coordinates,"Estero River, Estero, FL","Adopted Resolution No. 2020-04 and authorized the Village Mayor to execute the agreement on behalf ofthe Village ofEstero Council. (d) Resolution No. 2020-05 A Resolution ofthe Village Council of the Village of Estero, Florida, Approving the Sovereignty Submerged Lands Lease Modification to Reflect Change in Ownership for a Parcel of Sovereignty Submerged Land in Section 33 Township 46 South, Range 25 East, in the Estero River between the Village ofEstero and Board of Trustees of the Internal Im",Needs Geocode
175,1412,257,18,Coconut Road,"Coconut Road, Estero, FL",known_location_missing_coordinates,"Coconut Road, Estero, FL",Adopted Resolution No. 2020-05 and authorized the Village Mayor to execute the agreement on behalf of the Village of Estero Council. (e) FPL Right-of-Way Consent Agreement - Coconut Road,Needs Geocode
176,1420,257,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL","1) Approved award of Request for Bids No. RFB 2020-03 Williams Road at Estero High School Turn Lane Improvements (Via a Piggyback of Lee County Bl80007ANB) to Pavement Maintenance, LLC at a Grand Total Cost of $448,800. 2) Approved a contingency fund amount of $44,800 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur. 3) Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of E",Needs Geocode
177,1433,259,17,US 41 / Tamiami Trail,"US 41, Estero, FL",known_location_missing_coordinates,"US 41, Estero, FL","Approved miscellaneous Contractor Services contract EC 2019- 66 STA 36 with P&T Lawn & Tractor Services to install landscaping within US 41 Medians 1-5, including a 10% contingency",Needs Geocode
178,1434,259,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL",Approved Recreational Proposals for the Village- owned Williams Road Property,Needs Geocode
179,1449,271,14,Estero Parkway,"Estero Parkway, Estero, FL",known_location_missing_coordinates,"Estero Parkway, Estero, FL","Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",Needs Geocode
180,1450,271,13,Williams Road,"Williams Road, Estero, FL",known_location_missing_coordinates,"Williams Road, Estero, FL","Approved the consultants ranking for Williams Road Widening Preliminary Design and Engineering Project as follows: Number 1 - Kisinger Campo & Associates; Number 2 - Q. Grady Minor & Associates; Number 3 - Kimley-Horn and Associates, authorize staff to negotiate a contract with the Number 1 ranked firm, Kisinger Campo & Associates, to provide professional consulting services for the Williams Road Widening Preliminary Design and Engineering Project",Needs Geocode
181,1467,274,43,8801 Corkscrew Road,"8801 Corkscrew Road, Estero, FL",address_regex,"8801 Corkscrew Road, Estero, FL","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that the",Needs Geocode
182,1468,274,14,Estero Parkway,"Estero Parkway, Estero, FL",known_location_missing_coordinates,"Estero Parkway, Estero, FL",Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Est,Needs Geocode
183,1476,275,12,Sandy Lane,"Sandy Lane, Estero, FL",known_location_missing_coordinates,"Sandy Lane, Estero, FL","Approved of RFB 2023-07, Sandy Lane Path Prefabricated Bridge to Contech Engineered Solutions, LLC to provide the bridge as provided in the contract, at a grand total cost of $239,500, approve a contingency fund amount of $23,950 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council",Needs Geocode
