ActionId,MeetingId,MeetingDate,ProjectName,MeetingType,Sequence,Kind,ReferenceCode,AmountUSD,RawText
62,17,2016-03-16,BERT Rail Trail,Regular Council Meeting,3,Authorized,,,"Authorized the Mayor to sign the letter and approved and endorsed the white paper entitled ""Caloosahatchee Watershed Regional Water Management Issues."""
61,17,2016-03-16,BERT Rail Trail,Regular Council Meeting,2,Adopted Resolution,2016-05,,Adopted Resolution 2016-05 as amended.
60,17,2016-03-16,BERT Rail Trail,Regular Council Meeting,1,Accepted,,,"Accepted the letter of resignation from Jeffrey Mass dated January 12, 2016 and directed the Village Clerk to advertise the vacancy and solicit applications."
59,17,2016-03-16,BERT Rail Trail,Regular Council Meeting,0,Other,,,Appointed Robert King as Village CAC Representative to MPO.
28,7,2016-02-10,BERT Rail Trail,Regular Council Meeting,1,Continued,,,"Continued deliberations to 9:00 a.m. on January 20, 2016."
27,7,2016-02-10,BERT Rail Trail,Regular Council Meeting,0,Directed,,,Directed Village Land Use Attorney Nancy Stroud to investigate the merits
23,5,2016-01-20,BERT Rail Trail,Regular Council Meeting,4,Other,,,No action required. 8.
22,5,2016-01-20,BERT Rail Trail,Regular Council Meeting,3,Adopted Resolution,2016-03,,Adopted Resolution No. 2016-03.
21,5,2016-01-20,BERT Rail Trail,Regular Council Meeting,2,Adopted Resolution,2016-02,,Adopted Resolution No. 2016-02.
20,5,2016-01-20,BERT Rail Trail,Regular Council Meeting,1,Adopted Resolution,2016-01,,Adopted Resolution No. 2016-01.
19,5,2016-01-20,BERT Rail Trail,Regular Council Meeting,0,Approved Ordinance,2016-01,,Approved first reading of Ordinance No. 2016-01.
209,135,2015-12-16,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
81,133,2015-12-11,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
298,91,2015-09-03,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
290,88,2015-08-10,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
281,85,2015-07-22,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
277,83,2015-07-15,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
276,82,2015-07-10,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
245,76,2015-07-01,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
244,75,2015-06-26,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
243,74,2015-06-24,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
236,72,2015-06-17,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
216,67,2015-06-03,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
191,61,2015-05-20,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
176,54,2015-05-15,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
174,52,2015-05-08,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
152,48,2015-04-24,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
139,43,2015-04-17,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
137,41,2015-04-10,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
130,39,2015-04-07,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
123,37,2015-04-06,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
107,32,2015-03-27,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
94,29,2015-03-20,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
90,27,2015-03-17,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
