Filename,Meeting Date,ArcGIS_Date,Meeting Type,Location,Start Time,End Time,Action Taken,Staff Code,Status,Document_Link
09272022 minutes.pdf,"September 27, 2022",2022-09-27,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",10:00 am,10:20 am,Approved agenda | Adopted Resolution No. 2022-30,TD/CS,Accepted,https://your-website.com/estero-pdfs/09272022 minutes.pdf
10012025.pdf,"October 1, 2025",2025-10-01,Village Council,"Broadway Avenue, Estero, FL",9:30 am,10:20 am,"Approved agenda | Approved consent agenda | Approved the Florida DEP Standard Grant Agreement for the Estero Orange Park Utility Extension Project (Agreement Number L0188), and to authorize the Village Manager or designee to execute all related documents | Approved the Florida DEP Standard Grant Agreement for the Estero Broadway Avenue East Phase 1 project (Agreement Number L0187), and to authorize the Village Manager or designee to execute all related documents | Approved Third Amendment to the Public Improvement Agreement between the Village and High 5 Up Top, LLC | Adopted Ordinance No. 2025-11 on first reading and schedule 2nd reading on October 15, 2025 | Adopted Ordinance No. 2025-12 on first reading and schedule 2nd reading on October 15, 2025 | Approved Ordinance No. 2025-10",TD/CS,Accepted,https://your-website.com/estero-pdfs/10012025.pdf
10022020 Council Meeting Minutes.pdf,"October 2, 2020",2020-10-02,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:45 pm,"Approved to permit Councilmembers Levitan, Wilson, and Vice-Mayor Errington to participate remotely in Zoom Presentation. Village Council Minutes - December 2,2020 Page 1 of 6 | Approved agenda | Approved the Consent Agenda | Approved motion for a continuance until December 9th meeting | Approved motion for a continuance until December 9 meeting, and if not ready to be continued until January 6th meeting | Approve Ordinance No. 2020-08 NPDES Illicit Discharge Ordinance Village Council Minutes - December 2,2020 Page 4 of 6 Staff Presentation/Comments: Steve Sarkozy, Village Manager Council Questions or Comments: None. Public Comment: None | Approved Ordinance No. 2020-08 NPDES Illicit Discharge Ordinance",TD/SS,Accepted,https://your-website.com/estero-pdfs/10022020 Council Meeting Minutes.pdf
10022024 minutes.pdf,"October 2, 2024",2024-10-02,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:46 pm,"Approved agenda | Approved consent agenda | Approved Contract 24025 in the amount of $321,990 with Perez Planning + Design LLC to prepare schematic plan and design guidelines for the Estero Sports Park, approve a $32,000 contingency for additional service that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency) | Approved Contract Number 24004 Amendment No. 01 in the amount of $350,100 with Manhattan Construction for Phase 2 Preconstruction Services, approve a $35,000 contingency for additional service that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency) | Approved EC 2023-31 Supplemental Task Order # 3 with Hagerty Consulting, Inc. to assist the Village to develop written procedures and training for pre and post disaster and authorize Village Manager to execute contract | Passed first reading and schedule second reading for October 16, 2024 | Approved Ordinance No. 2024-11 with revision",TD/CS,Accepted,https://your-website.com/estero-pdfs/10022024 minutes.pdf
100417 Council Meeting Approved Minutes.pdf,"October 4, 2017",2017-10-04,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:30 pm,8:21 pm,"Approved the agenda | Adopted Resolution No. 2017-27 as amended, with a final ad valorem operating millage rate of 0. 7798 mills, at 5:39 p.m | Adopted Resolution No. 2017-28, at 5:43 p.m | Ordinance No. 2017-07 was tabled indefinitely | Adopted Ordinance No. 2017-08 | Passed first reading of Ordinance No. 2017-09 | Adopted Resolution No. 2017-29",SS,Accepted,https://your-website.com/estero-pdfs/100417 Council Meeting Approved Minutes.pdf
10042023 minutes.pdf,"October 4, 2023",2023-10-04,Village Council,"Estero River, Estero, FL",9:30 am,12:57 pm,"Approved agenda with the deletion of 5(b) | Approved consent agenda with agenda item 5 b removed | Motion Failed | Authorized the Village Attorney to negotiate with the violator on a recommended amount to come back to council. If that fails, authorize the village attorney to foreclose the lien | Approved staff recommendation accepting the request of Troy Blasko, the new owner to release the Village's code enforcement lien against 20275 Sherrill Ln, Estero in exchange for the payment of $5000.00 | Approved Change Order No. 1 to Contract EC 2022-39 STA 02 with J.R. Evans Engineering, P.A. for the Estero River North Branch Drainage HMGP Assistance project and authorize the Village Manager to sign Change Order No. 1 to Contract EC 2022-39 STA 02 with J.R. Evans Engineering, P.A | Approved Resolution No. 2023-26 | Approved consultants ranking for The Village Wide Traffic Study as follows: Number 1 - Johnson Engineering; Number 2 - Trebilcock Consulting Solutions; Number 3 - Pennoni and authorize staff to negotiate a contract with the Number 1 ranked firm, Johnson Engineering, to provide professional consulting services for the Village Wide Traffic Study | Passed first reading and set second reading and public hearing for October 18, 2023 | Approved Resolution No. 2023-25",TD/CS,Accepted,https://your-website.com/estero-pdfs/10042023 minutes.pdf
100516 Council Meeting Approved Minutes.pdf,"October 5, 2016",2016-10-05,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:40 am,"Approved the agenda as amended | Approved the Consent Agenda | Approved the agreement for elections services with Sharon Harrington, the Supervisor of Elections of Lee County, Florida | Approved the agreement between the Village ofEstero and Kimley-Hom for the Village Traffic Study, as amended | Adopted Resolution No. 2016-30 and amended Section 5 of the agreement to include ""not to exceed $15,600 annually.""",SS,Accepted,https://your-website.com/estero-pdfs/100516 Council Meeting Approved Minutes.pdf
100715 Regular Meeting Approved Minutes.pdf,"October 7, 2015",2015-10-07,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/100715 Regular Meeting Approved Minutes.pdf
10072020 Council Meeting Minutes.pdf,"October 7, 2020",2020-10-07,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 pm,11:11 am,Approved the Agenda | Approved the Consent Agenda | Adopted Resolution No. 2020-22 | Approved the Village ofEstero Style Guide | Approved the motion to not take jurisdiction of the Design Review Board decision of Longitude 81 Apartments - Commercial Paint Permit,TD/SS,Accepted,https://your-website.com/estero-pdfs/10072020 Council Meeting Minutes.pdf
100915 Workshop Approved Minutes.pdf,"October 9, 2015",2015-10-09,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/100915 Workshop Approved Minutes.pdf
10152025.pdf,"October 15, 2025",2025-10-15,Village Council,"000 Williams Road, Estero, FL",9:30 am,10:11 am,"Approved agenda | Approved consent agenda | Approved Village Staff and the Villages Lobbyists to request state funding for the following projects and funding amounts Sunny Goves Utility Extension Project - $800,000 Estero SportsPark Reuse Water Main Extension and Storage Tank - $800,000 Estero Parkway Reuse Water Main Extension - $800,000 Williams Road and Atlantic Gulf Drive Improvements - $800,000 | Approved Change Order No. 2 to Contract EC 2020-37 STA 1 and authorize the Village Manager to sign the Change Order No. 2 and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council | Adopted Ordinance No. 2025-11 | Adopted Ordinance No. 2025-12",TD/CS,Accepted,https://your-website.com/estero-pdfs/10152025.pdf
10162024  Minutes.pdf,"October 16, 2024",2024-10-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,1:51 pm,"Approved agenda | Approved consent agenda with the correction of the minutes | Approved the renewal contracts with Ronald L. Book, P.A. (annual cost: $42,350) and JEJ & Associates, Inc. (annual cost: $43,560) to provide professional State Legislative and Executive Branch Lobbying Services for a one-year period. Grant the Village Manager the authority to reauthorize the renewal of these contracts for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $4,235 for Ronald L. Book, P.A. and $4,356 for JEJ & Associates, Inc. totaling $8,591 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contracts on behalf of the Village of Estero Council | Passed first reading and schedule second reading for November 6, 2024 | Approved Ordinance No. 2024-12 with the Council revisions | Approved Ordinance No. 2024-15",TD/CS,Accepted,https://your-website.com/estero-pdfs/10162024  Minutes.pdf
101817 Council Meeting Approved Minutes.pdf,"October 18, 2017",2017-10-18,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:38 am,"Approved the agenda | Approved the Consent Agenda | Adopted Resolution No. 2017-19 as revised | Approved Amendment One to increase Contract EC 2017-04- Stormwater Master Plan with JR Evans in the amount of $40,000",SS,Accepted,https://your-website.com/estero-pdfs/101817 Council Meeting Approved Minutes.pdf
10182023 minutes.pdf,"October 18, 2023",2023-10-18,Village Council,"8801 Corkscrew Road, Estero, FL",9:30 am,10:36 am,"Approved agenda | Approved consent agenda with agenda | Adopted Resolution No. 2023-27 | Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council | Approved the Fiscal Year 2024-2025 Village of Estero legislative priorities to include. 1. Highlands Ave. Septic-to-Sewer 2. Sunny Groves UEP 3. Estero Bay Village UEP 4. Cypress Bend UEP 5. Broadway Ave. West Improvements 6. River Oaks Preserve | Approved Ordinance No. 2023-07",TD/CS,Accepted,https://your-website.com/estero-pdfs/10182023 minutes.pdf
