ProjectName,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType
Corkscrew Road,Village Council,Regular Meeting,Village Council,2017-02-01,2017-02-01,2017,Accepted,240,6,Vote,Letter to Florida Department of Transportation (FDOT) Requesting Village Traffic Signal Maintenance Responsibilities for US 41 be Transferred to Lee County,Letter to Florida Department of Transportation (FDOT) Requesting Village Traffic Signal Maintenance Responsibilities for US 41 be Transferred to Lee County. Action: Approved the letter to Florida Department of Transportation,Approved the letter to Florida Department of Transportation,Approved the letter to Florida Department of Transportation,Approved the letter to Florida Department of Transportation,,,Unanimous,,,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,DR/GR,020117 Council Meeting  Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/020117%20Council%20Meeting%20%20Approved%20Minutes.pdf,AgendaItemLocation
Corkscrew Road,Village Council,Regular Meeting,Village Council,2022-07-06,2022-07-06,2022,Accepted,865,9,Ordinance,"Ordinance No. 2022-08 Rezoning 31.5 acres of Village-owned property at the northeast corner of Corkscrew Road and US 41. An Ordinance of the Village Council of the Village of Estero, Florida, Considering a Rezoning from Mixed-Use Planned Developme...","Ordinance No. 2022-08 Rezoning 31.5 acres of Village-owned property at the northeast corner of Corkscrew Road and US 41. An Ordinance of the Village Council of the Village of Estero, Florida, Considering a Rezoning from Mixed-Use Planned Development (MPD). Action: Passed first reading of Ordinance No. 2022",Passed first reading of Ordinance No. 2022,Passed first reading of Ordinance No. 2022,Passed first reading of Ordinance No. 2022,,,Detected,,Ordinance No. 2022-08,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,TD/CS,07062022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/07062022%20minutes.pdf,AgendaItemLocation
Corkscrew Road; Comprehensive Plan; Comprehensive Plan / Land Development Code,Village Council,Regular Meeting,Village Council,2022-07-06,2022-07-06,2022,Accepted,864,8,Ordinance,"Ordinance No. 2022-07 Comprehensive Plan Amendment - Village Owned Property at Northeast Corner of US 41 and Corkscrew Road An Ordinance of the Village Council of the Village of Estero, Florida, Adopting an Amendment to the Village of Estero Compr...","Ordinance No. 2022-07 Comprehensive Plan Amendment - Village Owned Property at Northeast Corner of US 41 and Corkscrew Road An Ordinance of the Village Council of the Village of Estero, Florida, Adopting an Amendment to the Village of Estero Comprehensive. Action: Passed Ordinance No. 2022-07 on the first reading",Passed Ordinance No. 2022-07 on the first reading,Passed Ordinance No. 2022-07 on the first reading,Passed Ordinance No. 2022-07 on the first reading,,,Detected,,Ordinance No. 2022-07,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,TD/CS,07062022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/07062022%20minutes.pdf,AgendaItemLocation
"Joint Participation Agreement (JPA) with State of Florida, Department of Transportation Resolution No. 2019-05 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Joint Participation Agreement (JPA) for the US 41 L...",Village Council,Regular Meeting,Village Council,2019-06-05,2019-06-05,2019,Accepted,437,5,Resolution,"Joint Participation Agreement (JPA) with State of Florida, Department of Transportation Resolution No. 2019-05 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Joint Participation Agreement (JPA) for the US 41 L...","Joint Participation Agreement (JPA) with State of Florida, Department of Transportation Resolution No. 2019-05 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Joint Participation Agreement (JPA) for the US 41 Landscape. Action: Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JP",Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JP,Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JP,Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JP,,,Detected,State of Florida,Resolution No. 2019-05,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,,2019-06-05 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-06-05%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
"Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 4...",Village Council,Regular Meeting,Village Council,2016-08-17,2016-08-17,2016,Accepted,150,10,Ordinance,"Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 4...","Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 41 on the. Action: Passed first reading of Ordinance No. 2016",Passed first reading of Ordinance No. 2016,Passed first reading of Ordinance No. 2016,Passed first reading of Ordinance No. 2016,,,Detected,,Ordinance No. 2016-10,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,DA/MI,081716 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/081716%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
"Resolution No. 2017-31 A Resolution of the Village Council of the Village of Estero, Florida, Supporting the Designation of the Coach Jeff Sommer Memorial Highway on U.S. 41 from the North Boundary to the South Boundary of the Village of Estero; a...",Village Council,Regular Meeting,Village Council,2017-11-15,2017-11-15,2017,Accepted,369,2,Consent Agenda,"Resolution No. 2017-31 A Resolution of the Village Council of the Village of Estero, Florida, Supporting the Designation of the Coach Jeff Sommer Memorial Highway on U.S. 41 from the North Boundary to the South Boundary of the Village of Estero; a...","Resolution No. 2017-31 A Resolution of the Village Council of the Village of Estero, Florida, Supporting the Designation of the Coach Jeff Sommer Memorial Highway on U.S. 41 from the North Boundary to the South Boundary of the Village of Estero; and Provi. Action: Approved the Consent Agenda",Approved the Consent Agenda,Approved the Consent Agenda,Approved the Consent Agenda,,,Unanimous,,Resolution No. 2017-31,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,,111517 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/111517%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
US 41 & Three Oaks Monument Sign Construction Plans & Permitting Contract,Village Council,Regular Meeting,Village Council,2021-09-22,2021-09-22,2021,Accepted,740,7,Contract Approval,US 41 & Three Oaks Monument Sign Construction Plans & Permitting Contract,"US 41 & Three Oaks Monument Sign Construction Plans & Permitting Contract. Action: Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-72 with DRMP, Inc. to provide Construction Plan and Permitting services for Village of Estero monument signs under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $59,960.00, approve a contingency fund amount of $6,000 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-72 with DRMP, Inc. to provide Construction Plan and Permitting services for Village of Estero monument signs under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $59,960.00, approve a contingency fund amount of $6,000 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-72 with DRMP, Inc. to provide Construction Plan and Permitting services for Village of Estero monument signs under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $59,960.00, approve a contingency fund amount of $6,000 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-72 with DRMP, Inc. to provide Construction Plan and Permitting services for Village of Estero monument signs under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $59,960.00, approve a contingency fund amount of $6,000 (an amount equal to 10% of the total project cos",,,Detected,DRMP,EC 2020-72,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,TD/CS,09222021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/09222021%20minutes.pdf,AgendaItemLocation
US 41 & Three Oaks Northern Monument Sign Construction Plans & Permitting Contract,Village Council,Regular Meeting,Village Council,2021-11-03,2021-11-03,2021,Accepted,759,4,Contract Approval,US 41 & Three Oaks Northern Monument Sign Construction Plans & Permitting Contract,"US 41 & Three Oaks Northern Monument Sign Construction Plans & Permitting Contract. Action: Approved the award of Supplemental Task Authorization (STA) - 02 Contract EC 2020-72 with DRMP, Inc. to provide Construction Plan and Permitting services for Village of Estero monument signs under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $79,990, approve a contingency fund amount of $8,000 (an amount equal to 10% of the total project cos","Approved the award of Supplemental Task Authorization (STA) - 02 Contract EC 2020-72 with DRMP, Inc. to provide Construction Plan and Permitting services for Village of Estero monument signs under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $79,990, approve a contingency fund amount of $8,000 (an amount equal to 10% of the total project cos","Approved the award of Supplemental Task Authorization (STA) - 02 Contract EC 2020-72 with DRMP, Inc. to provide Construction Plan and Permitting services for Village of Estero monument signs under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $79,990, approve a contingency fund amount of $8,000 (an amount equal to 10% of the total project cos","Approved the award of Supplemental Task Authorization (STA) - 02 Contract EC 2020-72 with DRMP, Inc. to provide Construction Plan and Permitting services for Village of Estero monument signs under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $79,990, approve a contingency fund amount of $8,000 (an amount equal to 10% of the total project cos",,,Detected,DRMP,EC 2020-72,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,TD/CS,11032021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/11032021%20minutes.pdf,AgendaItemLocation
US 41 Landscape Improvements Construction Engineering and Inspection (CEI) Services CN 2019-01,Village Council,Regular Meeting,Village Council,2019-06-26,2019-06-26,2019,Accepted,443,6,Contract Approval,US 41 Landscape Improvements Construction Engineering and Inspection (CEI) Services CN 2019-01,"US 41 Landscape Improvements Construction Engineering and Inspection (CEI) Services CN 2019-01. Action: Approved the ranking of firms by the evaluation committee as follows: 1) Tetra Tech, Inc., 2) T.Y. Lin International; authorize the negotiation of a contract with the number one ranked firm Tetra Tech, Inc.; approved compensation under the contract up to a not-to-exceed expenditure amount of $143,000; and, authorized the Village Manager to execute the final negotiated contract on behalf of...","Approved the ranking of firms by the evaluation committee as follows: 1) Tetra Tech, Inc., 2) T.Y. Lin International; authorize the negotiation of a contract with the number one ranked firm Tetra Tech, Inc.; approved compensation under the contract up to a not-to-exceed expenditure amount of $143,000; and, authorized the Village Manager to execute the final negotiated contract on behalf of the Village ofEstero Council","Approved the ranking of firms by the evaluation committee as follows: 1) Tetra Tech, Inc., 2) T.Y. Lin International; authorize the negotiation of a contract with the number one ranked firm Tetra Tech, Inc.; approved compensation under the contract up to a not-to-exceed expenditure amount of $143,000; and, authorized the Village Manager to execute the final negotiated contract on behalf of the Village ofEstero Council","Approved the ranking of firms by the evaluation committee as follows: 1) Tetra Tech, Inc., 2) T.Y. Lin International; authorize the negotiation of a contract with the number one ranked firm Tetra Tech, Inc.; approved compensation under the contract up to a not-to-exceed expenditure amount of $143,000; and, authorized the Village Manager to execute the final negotiated contract on behalf of the Village ofEstero Council",,,Detected,,CN 2019-01,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,,2019-06-26 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-06-26%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
US 41 Landscape Improvements RFB 2021-02,Village Council,Regular Meeting,Village Council,2021-04-07,2021-04-07,2021,Accepted,669,4,Vote,US 41 Landscape Improvements RFB 2021-02,"US 41 Landscape Improvements RFB 2021-02. Action: Approved award of Request for Bids No. RFB 2021-02, US 41 Landscape Improvements Broadway East to Vintage Parkway and Coconut Road to Fountain Lakes Boulevard to P & T Lawn and Tractor Service, Inc. at a Grand Total Cost of $118,075, approve a contingency fund amount of $11,800 (an amount equal to 10% of the total project cos","Approved award of Request for Bids No. RFB 2021-02, US 41 Landscape Improvements Broadway East to Vintage Parkway and Coconut Road to Fountain Lakes Boulevard to P & T Lawn and Tractor Service, Inc. at a Grand Total Cost of $118,075, approve a contingency fund amount of $11,800 (an amount equal to 10% of the total project cos","Approved award of Request for Bids No. RFB 2021-02, US 41 Landscape Improvements Broadway East to Vintage Parkway and Coconut Road to Fountain Lakes Boulevard to P & T Lawn and Tractor Service, Inc. at a Grand Total Cost of $118,075, approve a contingency fund amount of $11,800 (an amount equal to 10% of the total project cos","Approved award of Request for Bids No. RFB 2021-02, US 41 Landscape Improvements Broadway East to Vintage Parkway and Coconut Road to Fountain Lakes Boulevard to P & T Lawn and Tractor Service, Inc. at a Grand Total Cost of $118,075, approve a contingency fund amount of $11,800 (an amount equal to 10% of the total project cos",,,Detected,,RFB 2021-02,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,TD/CS,04072021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/04072021%20minutes.pdf,AgendaItemLocation
US 41 North Monument Sign Contract,Village Council,Regular Meeting,Village Council,2023-11-01,2023-11-01,2023,Accepted,1042,4,Contract Approval,US 41 North Monument Sign Contract,"US 41 North Monument Sign Contract. Action: Approved EC 2019-66 Supplemental Task Authorization (STA) - 42 for the engagement of P&T Lawn and Tractor to construct and install a monument sign on US 41 at a total cost of $66,675, approve a contingency fund amount of $6,700 (an amount equal to 10% of the total project cos","Approved EC 2019-66 Supplemental Task Authorization (STA) - 42 for the engagement of P&T Lawn and Tractor to construct and install a monument sign on US 41 at a total cost of $66,675, approve a contingency fund amount of $6,700 (an amount equal to 10% of the total project cos","Approved EC 2019-66 Supplemental Task Authorization (STA) - 42 for the engagement of P&T Lawn and Tractor to construct and install a monument sign on US 41 at a total cost of $66,675, approve a contingency fund amount of $6,700 (an amount equal to 10% of the total project cos","Approved EC 2019-66 Supplemental Task Authorization (STA) - 42 for the engagement of P&T Lawn and Tractor to construct and install a monument sign on US 41 at a total cost of $66,675, approve a contingency fund amount of $6,700 (an amount equal to 10% of the total project cos",,,Detected,,EC 2019-66,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,TD/CS,11012023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/11012023%20minutes.pdf,AgendaItemLocation
US 41 Southern Monument Sign Contract,Village Council,Regular Meeting,Village Council,2023-03-01,2023-03-01,2023,Accepted,952,4,Contract Approval,US 41 Southern Monument Sign Contract,"US 41 Southern Monument Sign Contract. Action: Approves Supplemental Task Authorization (STA)-34 under contract EC 2019-06 to P & T Lawn and Tractor Service, Inc. to construct and install a monument sign on US 41 at a total cost of $69,968, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cos","Approves Supplemental Task Authorization (STA)-34 under contract EC 2019-06 to P & T Lawn and Tractor Service, Inc. to construct and install a monument sign on US 41 at a total cost of $69,968, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cos","Approves Supplemental Task Authorization (STA)-34 under contract EC 2019-06 to P & T Lawn and Tractor Service, Inc. to construct and install a monument sign on US 41 at a total cost of $69,968, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cos",,,,,,EC 2019-06,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,TD/CS,03012023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/03012023%20minutes.pdf,AgendaItemLocation
Williams Road Improvements,Village Council,Zoning Hearing,Public Hearing,2017-07-26,2017-07-26,2017,Accepted,314,1,Ordinance,Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Developme,"Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not l...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...",,,Unanimous,,Ordinance No. 2017-02,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,,072617 Zoning and DRI Development Order Hearing Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/072617%20Zoning%20and%20DRI%20Development%20Order%20Hearing%20Approved%20Minutes.pdf,AgendaItemLocation
EC 2019-66 STA 40: US 41 Medians 6-12 Landscaping Contract,Village Council,Regular Meeting,Village Council,2023-09-07,2023-09-07,2023,Accepted,1016,6,Contract Approval,EC 2019-66 STA 40: US 41 Medians 6-12 Landscaping Contract,"EC 2019-66 STA 40: US 41 Medians 6-12 Landscaping Contract. Action: Approved award Misc. Contractor Services contract EC 2019-66 STA 40 with P & T Lawn & Tractor Services for $254,934 to install new landscaping within US 41 Medians 6-12, approve a contingency fund amount of $25,500 (an amount equal to 10% of the total project cos","Approved award Misc. Contractor Services contract EC 2019-66 STA 40 with P & T Lawn & Tractor Services for $254,934 to install new landscaping within US 41 Medians 6-12, approve a contingency fund amount of $25,500 (an amount equal to 10% of the total project cos","Approved award Misc. Contractor Services contract EC 2019-66 STA 40 with P & T Lawn & Tractor Services for $254,934 to install new landscaping within US 41 Medians 6-12, approve a contingency fund amount of $25,500 (an amount equal to 10% of the total project cos","Approved award Misc. Contractor Services contract EC 2019-66 STA 40 with P & T Lawn & Tractor Services for $254,934 to install new landscaping within US 41 Medians 6-12, approve a contingency fund amount of $25,500 (an amount equal to 10% of the total project cos",,,Detected,P & T Lawn & Tractor Services,EC 2019-66,,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.95,TD/CS,09072023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/09072023%20minutes.pdf,AgendaItemLocation
US 41 Medians 1-5 Landscaping Contract,Village Council,Regular Meeting,Village Council,2023-03-15,2023-03-15,2023,Accepted,1058,4,Contract Approval,US 41 Medians 1-5 Landscaping Contract,"US 41 Medians 1-5 Landscaping Contract. Action: Approved miscellaneous Contractor Services contract EC 2019- 66 STA 36 with P&T Lawn & Tractor Services to install landscaping within US 41 Medians 1-5, including a 10% contingency","Approved miscellaneous Contractor Services contract EC 2019- 66 STA 36 with P&T Lawn & Tractor Services to install landscaping within US 41 Medians 1-5, including a 10% contingency","Approved miscellaneous Contractor Services contract EC 2019- 66 STA 36 with P&T Lawn & Tractor Services to install landscaping within US 41 Medians 1-5, including a 10% contingency","Approved miscellaneous Contractor Services contract EC 2019- 66 STA 36 with P&T Lawn & Tractor Services to install landscaping within US 41 Medians 1-5, including a 10% contingency",,,Detected,P&T Lawn & Tractor Services,EC 2019,,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.95,TD/CS,3152023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/3152023%20minutes.pdf,AgendaItemLocation
Williams Road Improvements,Village Council,Regular Meeting,Village Council,2024-02-07,2024-02-07,2024,Accepted,1082,7,Contract Approval,US 41 Median Landscaping (Williams Rd to South of Estero Parkway) Contract,"US 41 Median Landscaping (Williams Rd to South of Estero Parkway) Contract. Action: Approved EC 2019-66 STA-42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on beh...","Approved EC 2019-66 STA-42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2019-66 STA-42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2019-66 STA-42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,,Detected,Williams Road to south of Estero Parkway,EC 2019-66,,"US 41 from Williams Road to south of Estero Parkway, Estero, FL","US 41 from Williams Road to south of Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.95,TD/CS,02072024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02072024%20minutes.pdf,AgendaItemLocation
Williams Road Improvements,Village Council,Zoning Hearing,Public Hearing,2017-07-26,2017-07-26,2017,Accepted,314,1,Ordinance,Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Developme,"Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not l...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...",,,Unanimous,,Ordinance No. 2017-02,,Williams Road,"Williams Road from US 41 to Three Oaks Parkway, Estero, FL",26.420352499197,-81.799938484002,0.9,,072617 Zoning and DRI Development Order Hearing Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/072617%20Zoning%20and%20DRI%20Development%20Order%20Hearing%20Approved%20Minutes.pdf,AgendaItemLocation
